一;In Chinese characters, the number one is laid on its side, unlike the Roman numeral I which stands upright. As you would expect, it is written from left to right. [1];floor,ceiling;As a primitive element, the key-word meaning is discarded, since it is too abstract to be of much help. Instead, the single horizontal stroke takes on the meaning of _floor _or _ceiling, _depending on its position: if it stands above another primitive, it means _ceiling; _if below, _floor._
衣;At the top we see the top hat, and at the bottom a pictographic representation of the folds of a garment. If you break the “4-fold” fold into 2 sets of 2 strokes, you will find it easier to remember. [6];scarf,cloak;Used as a primitive, the additional meanings of _cloak _or _scarf_ will come in handy. What has to be noted particularly are the changes in shape the kanji can undergo when it becomes an element in other kanji. In fact, it is the most volatile of all the kanji we shall treat, and for that reason deserves special attention here.
;;crowns,towel;The _towel _that has edges jagged like little _crowns_ is the cook’s **apron**. [5]
⼌;;towel;This primitive, clearly derived from that for _towel_, is always hung on another vertical stroke, and takes the meaning of a **belt**. [2]
云;;;This primitive is meant to depict in graphic fashion a **cloud **of something **rising **upwards, like vapor or smoke or dust. [4]
雨;This kanji, also a primitive, is one of the clearest instances we have of a complex pictograph. The top line is the sky, the next 3 strokes a pair of clouds, and the final 4 dots the rain collected there and waiting to fall. [8];weather,,rain,crown;As a primitive it can mean either _rain_ or _weather_ in general. Because it takes so much space, it usually has to be contracted into a crown by shortening the second and third strokes into a _crown_ like this: _._
冫;;,water;The condensation of the three drops we have been using to mean _water_ into two drops signals the solidifying of _water_ into **ice**. Note that when this primitive appears to the left, it is written like the last two strokes of the element for _water_, 冫, whereas under another primitive, it is written like the first two strokes of the _water_ primitive: _._ [2]
天;This character is meant to be a pictograph of a great man, said to represent the Lord of the Heavens. (You may, of course, use the elements ceiling and St. Bernard instead.) [4];,witch,heaven,thousand,heavens;The primitive can mean either the _heaven_ of eternal bliss or the general term for sky, the _heavens_. Pay special attention to the fact that in its primitive form the first stroke is written right to left, rather like the first stroke of _thousand_ (frame 40), rather than left to right, giving us: 夭_. _From the next character, we shall give it the primitive meaning of a _witch._
喬;;witch,top hat,tall;The sense of the primitive, **angel**, derives from the primitive for _witch_ replacing the _top hat_ in the character for _tall_. [12]
立;This picture of a vase standing up has its meaning extended to represent the general posture of anything standing up. [5];;Used as a primitive, it can also mean vase. Using its kanji meaning, think of something standing up that is normally lying down, or something standing up in an unusual way.
;;vase,old,hood,glass;The primitive meaning **antique**, not itself a kanji, depicts a _vase_ kept under a _glass_ _hood_ because it is very, very _old_. [11]
匕;This character, a pictograph of a spoon, is easy enough to remember, provided you keep it distinct from that for seven, where the first stroke is written left to right (the opposite of here) and cuts noticeably across the second. [2];;As a primitive, this kanji can take on the additional meaning of someone sitting on the ground, of which it can also be considered a pictograph. In general, the second stroke does not cut through the first--or if it does in some fonts, only slightly.
;;the,on,siesta,bound up,ground,sitting,sun;Conjure up the classic portrait of the Latin _siesta_: a muchacho _sitting_ _on_ _the_ _ground_, propped up against some building, _bound up_ from neck to ankles in a serape, one of those great, broad-rimmed mariachi hats pulled down over his face, and the noonday _sun_ beating down overhead. Always use the complete image, never simply the general sense of **siesta**. [8]
;;lying,down;The picture is obvious: the first stroke represents the head, and the second the body of someone **reclining**. You may also use the synonyms _lying_ or _lying_ _down_. [2]
;;walking,lie,legs,down,days;Either the idea of turning around and heading back during one’s travels, or of folding an object in half will do. The kanji depicts someone **doubling back **to the nearest inn to _lie_ _down_ and rest a weary pair of _walking_ _legs_ after a full _day’s_ voyage. [9]
欠;The pictograph hidden in this character is of someone yawning. The first stroke shows the head thrown back; the second, the arm bent at the elbow as the hand reaches up to cover the mouth; and the last two, the legs. Since yawning shows a lack of something (psychologically, interest; physiologically, sleep), the connection is plain to see. [4];;When used as a primitive element, this kanji can mean either yawn or lack.
次;Earlier we made mention of the story of Briar Rose (or “Sleeping Beauty,” as we called her in frame 165) and drew attention to the briar hedge that grew up all about her castle. But in the second part of the story, these briars blossomed into flowers. Hence her name, Briar Rose. Be careful not to confuse this character with that for thorn (frame 446). [9];;As a primitive, this character can either retain its key word meaning of next or the related meaning of second.
;;vase,mouth;The element for **muzzle **shows a _vase_ fixed over a _mouth_, perhaps with a rubber band running around the back of the head to keep it in place. [8]
音;The kanji for sound depicts something standing in the air over a tongue wagging in a mouth, much the same as a sound does for the briefest of moments before disappearing. [9];;The primitive from this kanji also means simply a sound.
;;fiesta,sound;This primitive’s special usefulness lies not in its frequency but in its simplification of a few otherwise difficult kanji. It pictures the _sound_ of a _fiesta_, namely a **kazoo**. Note how the element for _sound _is written first, the fifth stroke extended so that it can be used in the element for _fiesta_. [12]
竟;;human,mouth,tonguewagging,legs,standing;This primitive gets its meaning from the following frame. It shows a pair of _human_ _legs_ and a _tongue-wagging_ _mouth_ looking at a **mirror** _standing_ on the wall, asking perhaps who might be the fairest of them all. [11]
亡;A top hat hanging on a hook in the front hall, right where the deceased left it the day he died, reminds us of him and his kanji. [3];;In addition to deceased, the primitive meaning of to perish will also be used for this character.
方;;;As a primitive, this character will take the sense of a compass, the instrument used to determine direction.
;;teenager,horns;The two _horns_ on the head of the _teenager_ are enough to suggest to most parents of adolescents a good image of a **devil**. [7]
曽;This primitive (named for its associations with the kanji of the following frame) is composed of a pair of horns growing out of a brain with a tongue wagging in the mouth beneath. Think of “former” in connection with administrators or heads of state who have just left office but continue to make a nuisance of themselves by advertising their opinions on public policy. [11];;The primitive meaning, increase, comes from the next frame. Always think of something multiplying wildly as you watch.
東;As a “Western” language, English identifies the east with the rising sun. In more fanciful terms, we see the sun piercing through a tree as it rises in the east. [8];;Both the direction east and the part of the world called “the East” are primitive meanings of this character.
壬;;samurai;Let the extended dot at the top represent the load that the _samurai_ is carrying in his role as the master’s **porter**. [4]
也;;fishhook;This primitive is a pictograph of the **scorpion**, the first 2 strokes representing its head and pincers, the last stroke its barbed tail, in which you may recognize the _fishhook_. [3]
虫;Work with the pictograph as you wish. [6];insect;As a primitive, this insect will refer to the whole _insect_ kingdom;, it can be specified for each kanji that contains it.
己;The kanji carries the abstract sense of the self, the deep-down inner structure of the human person that mythology has often depicted as a snake-- which is what the kanji shows pictographically. Be sure to keep it distinct from the similar key words, oneself (frame 36) and I (frame 17). [3];snake;As a primitive element, this kanji can be used for the _snake_--of which it is a pictograph--or any of the various concrete symbolic meanings the _snake_ has in myth and fable.
包;Bind up . . . snake. [5];snake,wrap;The primitive meaning of _wrap_ should always be used with the _snake_ in mind to avoid confusion with similar terms. Just let “_wrap_” mean “with a snake coiled about it.”
亀;This is not a turtle (see frame 250) but a tortoise, however you wish to picture the difference. Let the “bound up” at the top refer to the head, and the two suns, with a long tail running through it, to the shell. [11];eel,bucket of eels;When this kanji is abbreviated to its bottom half (),  it takes the primitive meaning of an _eel_. When only the first two strokes are omitted (), it will mean a _bucket of eels. _Examples of this latter will not appear until Vol. 3.
豕;;;Let this primitive represent a fat **sow**. Easier than pulling it apart into smaller elements is remembering its shape as a highly stylized pictograph. Practice its 7 strokes a few times before going on to examples of its use in the next six frames. [7]
;;sow;This abbreviation of the full primitive for a _sow_, quite naturally, means **piglets**. [5]
昜;;piglet,day;This very helpful primitive element is worth the few moments it takes to learn it. Just remember that each _day_ you put a few pennies into the back of the little _piglet_ on your bureau that you call a **piggy bank**. [9]
羊;This pictograph shows the animal horns at the top attached to the head (3rd stroke), the front and back legs (strokes 4 and 5) and body (final stroke). [6];cow,sheep;The primitive meaning of _sheep_ can add the further connotations given in the following frame. As we saw with the _cow_, the “tail” is cut off when it is set immediately over another element: . Note the change in stroke order, as exemplified in the following frame.
;;sheep;This rather uncommon primitive is made by pulling the tail of the _sheep_ to one side to create a semi-enclosure. The meaning of **wool** is derived from the fact that the shearer is holding the _sheep_ by the tail in order to trim its **wool**. [7]
隹;;turkeys;This primitive is best remembered as an old **turkey**, complete with pipe and monocle. Its writing is somewhat peculiar, so take note of the order of the strokes. Let the first four strokes stand for the _turkey’s_ head, neck, and drooping chin. The remainder can then be pictographic of the plumage. [8]
午;With a bit of stretching, you might see a horse’s head pointing leftward in this character. That gives the primary meaning of the Chinese zodiacal sign of the horse, which corresponds to the hour of noon. Note how this kanji primitive differs from that for cow (frame 260). [4];horses,horse,of,team;As a primitive, this character gets the meaning of a _horse_. Any _horse_ image will do, except that of a _team_ _of_ _horses_, which will come later (frame 2132) and get its own primitive.
;;flying,horse,turkey,turkey house;By combining the _horse_ (giving a twist to its final stroke a bit to the left to keep the strokes from overlapping) with the _turkey_, we get a _flying_ _horse_ or **Pegasus**. Be sure not to confuse with the rarer element for _turkey house_ that was introduced in frame 609. [11]
羽;From the pictograph of two bird-wings, we get feathers. [6];wings;The related image of _wings_ can be added as a primitive meaning. It can also take the form  when used as a primitive, as we shall see in frames 618 and 619.
囗;;;This primitive depicts a corral or pen surrounding something, which is thus **pent in**. [3]
广;;cliff,house;This primitive combines the _cliff_ (the last 2 strokes) with the first dot we use on the roof of the _house_. Together they make a “cliff house” or **cave**. It “encloses” its relative primitives beneath it and to the right. [3]
心;This character, a pictographic representation of the heart, is among the most widely used primitives we shall meet. [4];;As a primitive, it can take three forms, to which we shall assign three distinct meanings.
手;Any way you count them, there are either too many or too few fingers to see a good pictograph of a hand in this character. But that it is, and so you must. [4];hand;Keep to the etymology when using this kanji as a primitive: a single _hand_ all by itself.
⺘;;hand,finger,fingers;This alternate form of the primitive for _hand_ we shall use to represent _finger_ or _fingers_. It always appears at the left. [3]
;;;Let this primitive represent a union of **two hands**, both of which are used at the same time. Whenever this element appears at the bottom of its relative primitive, the top line is omitted, whether or not there is a horizontal line to replace it. [4]
才;Whatever one is particularly adept at--one’s special “genius”--one can do very easily, “with one finger” as the phrase goes. This kanji is a pictograph of that one finger. Note how its distinctive form is created by writing the final stroke of the element for fingers backwards. [3];the,genie,genius,bottle,in;The primitive meaning, _genie_, derives from the roots of the word _genius_. Use the _genie_ out in the open when the primitive appears to the right of or below its relative primitive; in that case it also keeps its same form. At the left, the form is altered to , and the meaning becomes a _genie_ _in_ _the_ _bottle._
乃;This pictograph of a clenched fist is another of the “hand-primitives.” Take note of its rather peculiar drawing. Try to think of drawing a fist (the primitive meaning) “from” this character to give yourself a connotation for the otherwise abstract key word. [2];fist;The primitive meaning is taken from the pictograph: a _fist_.
及;The addition of a final stroke transforms this character from the primitive for a clenched fist into the kanji for reaching out, much as a stroke of kindness can often turn anger into acceptance. [3];hands,beg,outstretched;As a primitive, this shall stand for _outstretched_ _hands_. Only take care not to confuse it with that for _beg_ (frame 501)
;;;The picture of an **arm** dangling from the trunk of the body gives us the element for **arm**, or **tucked under the arm** (relative to the element below it). Examples of both usages follow. Unlike most primitives, the kanji that bears the same meaning (frame 1522) has absolutely no connection with it. [2]
又;Like the several abbreviations in Roman script to indicate “and” (+, &, etc.), this short two-stroke kanji is used for the similar meaning of or again. [2];crotch;As a primitive, it will mean _crotch_, as in the _crotch_ of the arm. Or whatever.
殳;;wind    crotch;Although modern connotations are more suggestive, this primitive simply refers to something thrown as a weapon. Its elements: _wind . . . crotch_. [4]
圣;;earth,crotch;Here we see a simplified drawing of a **spool** (the element for _earth_ at the bottom) with threads being wound about it tightly (the _crotch_ at the top). You may remember it either pictographically or by way of the primitives. [5]
爪;This character is a pictograph of a bird’s claw, and from there comes to mean animal claws in general (including human fingernails). [4];,vulture,claws;As a primitive, we shall use the graphic image of a _vulture_, a bird known for its powerful _claws_. It generally appears above another primitive, in which case it gets squeezed into the form 爫_._
脆;;vulture,child;The _vulture_ and _child_ combine to create the image of an aerie full of **fledglings**. [7]
脇;;house,claw;The _claw_ and crown of the roof of a _house_ (whose chimney is displaced by the _claw_) combine to give us a **birdhouse**. [6]
厶;;;This pictograph of an arm bent at the **elbow** is obvious. [2]
脈;;elbow,ceiling;The _elbow_ hanging under a _ceiling_ will become our element for a **wall**. [3]
脳;;child;This primitive can be seen as an abbreviation of the full primitive for _child_, the second stroke dividing the head from the body much as it does in 子 and the other strokes condensing the long form so that it can be used atop its relative primitive. We change the meaning to **infant** to facilitate keeping the full form and its abbreviation distinct. [4]
入;This character is meant to be a picture of someone walking leftward, putting one leg forward in order to enter someplace. Since the “in” side of a character is the left, it should be easy to remember the writing of this character. [2];come,to,eight,put,umbrella,go,in;As a primitive, the meaning of the key word is expanded to include: _to_ _go_ _in,_ _to_ _put_ _in,_ _to_ _come_ _in,_ and the like. It generally appears atop its relative primitive, where, unlike the element for _umbrella_ , the two strokes do not touch each other, making it virtually the same as the kanji for _eight._ When it appears in any other position, however, it retains its original form.
脹;;,valley;As_ _an_ _abbreviation_ _of_ _the_ _kanji_ _for_ _a_ valley_,_ _this_ _primitive_ _gets_ _its meaning_ _as_ _a_ _small_ _valley_ _or_ _**gully**._ _[5]
脾;;,birdhouse,little,mouth;The_ _combination_ _of_ _the_ _element_ _for_ little_,_ _the_ _basic_ “_roof” structure here (in_ _which_ _the_ _chimney_ _was_ _overwritten,_ _as it was in_ _the_ _element_ _for_ birdhouse_), combined with the_ _“window”_ _(_mouth_)_ _below,_ _gives_ _this_ _element_ _its_ _meaning_ _of_ _**outhouse**._ _Although_ _the_ _window_ _is_ _not_ _an_ _essential_ _part_ _of_ _an_ _**outhouse**,_ _I_ _think_ _you_ _will_ _agree_ _that_ _its_ _inclusion_ _is_ _a_ _boon_ _to the imagination, greatly_ _simplifying the_ _learning of_ _the_ _characters_ _in_ _which_ _it_ _appears._ _[8]
歹;;,evening;This_ _character_ _is_ _meant_ _to_ _be_ _a_ _pictograph_ _of_ _a_ _**bone**_ _attached_ _to_ _a_ _piece of_ _flesh_ _(or_ _vice versa.)_ _The_ _first_ _stroke_ _serves_ _to_ _keep_ _it_ _distinct_ _from the_ _character_ _for_ evening _(frame_ _114)._ _[4]
舛;;,measuring box,evening;These_ _two_ _elements_ _are_ _actually_ _the full form whose abbreviation we learned as the character_ _for_ measuring box _in_ _frame_ _42._ _To_ _the_ _left,_ _we_ _see_ _the familiar_ _shape_ _of_ evening_,_ _and_ _to_ _the_ _right_ _a_ _completely_ _new_ _shape._ _The meaning_ _we_ _have_ _assigned,_ _**sunglasses**,_ _is_ _entirely_ _arbitrary._ _[7]
曼;;,sun    eye    crotch;_Sun . . . eye . . . crotch_._ _[11]
臣;This kanji is actually a pictograph for an eye, distorted to make it appear that the pupil is protruding towards the right. This may not be an easy form to remember, but try this: Draw it once rather large, and notice how moving the two vertical lines on the right as far right as possible gives you the pictograph of the eye in its natural form. The “pop-eye” image belongs to an Emperor’s retainer standing in awe before his ruler. [7];,slave;As_ _a_ _primitive,_ _the_ _meaning_ _of_ _the_ _key word_ _becomes_ slave_.
力;With a little imagination, one can see a muscle in this simple, two-stroke character meaning power. [2];,power,muscle;As_ _a_ _primitive,_ _either_ muscle _or_ power _can_ _be_ _used.
行;By joining the top four strokes, you should get a picture of the front current of a river, the stream trailing behind. Hence the character for going. [6];,boulevard,line,column going;As_ _a_ _primitive,_ _this_ _character_ _has_ _two_ _forms._ _Reduced_ _to_ _the_ _left_ _side only,_ _彳,_ _it_ _can_ _mean_ _a_ column, going_,_ _or_ _a_ line_ of something or other._ _When_ _the_ _middle is_ _opened_ _up_ _to make room for_ _other_ _elements,_ _it_ _means_ _a_ boulevard_.
禾;;,tree;This_ _primitive_ _element will be_ _made_ _to_ _stand_ _for_ _**wheat**_. _It_ _connotes_ _a_ _special_ _grain,_ _more_ _expensive_ _than_ _ordinary_ _rice_ _and so_ _reserved_ _for_ _special_ _occasions._ _Alternatively,_ _it_ _can_ _mean_ _cereal. Its_ _form_ _is_ _like_ _that_ _for_ tree_,_ _except_ _for_ _the_ _dot_ _at_ _the_ _top_ _to represent_ _a_ _spike_ _of_ _**wheat**_ _blowing_ _in_ _the_ _wind._ _[5]
米;This kanji has a pictographic resemblance to a number of grains of rice lying on a plate in the shape of a star. [6];,br classcalibre ,wheat,rice;As_ _a_ _primitive,_ _it_ _keeps_ _its_ _meaning_ _of_ rice_,_ _and_ _is_ _meant_ _to_ _connote a_ _very_ _ordinary,_ _commonplace_ _grain,_ _in_ _contrast_ _to_ _the_ _primitive_ _for_ wheat _that_ _we_ _just_ _learned._ _(This_ _meaning_ _accords_ _well_ _with_ _Japan, where_ _the_ _output_ _of_ rice _far_ _exceeds_ _that_ _of_ wheat_.)_   _
竹;Bamboo grows upwards, like a straight nail, and at each stage of its growth (which legend associates with the arrival of the new moon) there is a jointed rootstock (the first stroke). Two such bamboo stalks are pictured here. [6];,flowers;As_ _a_ _primitive,_ _the_ _meaning_ _remains_ _the_ _same,_ _but_ _the_ _vertical_ _lines_ _are severely_ _abbreviated_ _so_ _that_ _they_ _can_ _take_ _their_ _place_ _at_ _the_ _top_ _where, like_ flowers_,_ _they_ _are_ _always_ _to_ _be_ _found.
人;The character for enter (frame 842) showed someone walking inwards (in terms of the direction of writing). The one for person, shown here, represents someone walking outwards. [2];;As_ _a_ _primitive,_ _it_ _can_ _keep_ _its_ _kanji_ _form_ _except_ _when_ _it_ _appears_ _to_ _the left_ _(its_ _normal_ _position),_ _where_ _it_ _is_ _made_ _to_ _stand_ _up_ _in_ _the_ _form 亻_._
从;;,person;The_ _duplication_ _of_ _the_ _kanji_ _for_ person _gives_ _us_ _this_ _primitive_ _for **assembly line**._ _Perhaps_ _you_ _can_ _imagine_ _clones_ _of_ _your_ _chosen _person _rolling off_ _an_ _assembly_ _line_ _in_ _a_ _factory._ _[4]
;;;Take_ _this_ _as_ _a_ _pictograph_ _of_ _a_ _**plow**._ _[2]
并;;,horns    two hands;Think_ _of_ _this_ _element_ _as_ _a_ _picture_ _**puzzle**_ _in_ _which_ _the_ _pieces_ _interlock. Its_ _elements:_ horns . . . two hands_._ _[6]
;;,rice,little    belt    little,belt,taskmaster;The_ _element_ _on_ _the_ _left_ _looks_ _like_ rice _with_ _a_ belt _running_ _through it,_ _but_ _we_ _would_ _do_ _best_ _to_ _think_ _of_ _it_ _in_ _terms_ _of_ _its_ _writing_ _order:_ little . . . belt . . . little_._ _On_ _the_ _right,_ _of_ _course,_ _the_ taskmaster_. [12]
;;,compass,reclining;Here_ _we_ _have_ _a_ _unique_ _enclosure_ _made_ _up_ _of_ _two_ _elements:_ compass _and_ reclining_._ _Think_ _of_ _the_ _**banner**_ _as_ _a_ _standard_ _for_ _rallying_ _around; then_ _imagine_ _a_ _crowd_ reclining _before_ _a_ compass _(presumably to_ _give_ _them_ _a “direction”_ _in_ _life)._ _[6]
尸;;;The_ _pictographic_ _representation_ _of_ _this_ _element_ _is_ _obvious._ _Provided_ _you_ _can hold_ _your_ _imagination_ _in_ _check_ _for_ _the_ _first_ _example,_ _you_ _might_ _best_ _imagine your_ _own_ _national_ _**flag**_ _in_ _composing_ _your_ _stories._ _[3]
示;Although the elements two and little are available for the using, it may be easier to remember this character as a picture of an altar. Something placed atop the altar is put on show for all to see. [5];altar,cloak;As a primitive, this kanji means _altar_. At the left, the abbreviated form that this element takes is made by chopping the _altar_ in half and leaving only one dot behind to represent the right side. The new appearance of this primitive form, 礻, should be kept distinct from that for _cloak_, 衤, identical except for the one final short stroke.
由;The “wherefore” of this kanji explains the reason or origin of a thing. It does this graphically by depicting a seed in a rice field sending up a single sprout, which is the whole why and wherefore of the seed’s falling in the earth and dying. (When the flower appears, you will recall from frame 249, we have a full seedling.) [5];sprout;As a primitive, in conformity to the explanation above, this kanji will be taken to mean a _sprout_.
甲;This kanji reverses the element for sprout, giving the image of roots being sent down into the earth by a seed planted in the rice field. From there you must invent a connection to the key word, armor. [5];roots;The primitive meaning is _roots_. Important to that word is the image of “pushing downwards,” as _roots_ do.
申;The olde English is used here to indicate a humble form of the third person singular of the verb “to speak.” It is written by a tongue wagging in the mouth with a walking stick rammed through it and coming out at both ends. [5];speaketh,monkey;While this kanji has obvious affinities to the “seed” group, it also happens to be the zodiacal sign of the _monkey_ (the one who _speaketh_ no evil, among other things). We shall therefore take _monkey_ as its primitive meaning.
乍;;ax;The **saw **in this primitive is distinguished from the primitive for _ax_ by the extra “teeth” on the blade. [5]
;;;The pictographic representation here is of the bristles on the head of a **broom**. Note that the second stroke stops short without cutting through the second. [3]
;;broom,cow,sheep;A single vertical stroke transforms _broom_ into a **rake**. When an element comes below the **rake**, the vertical stroke is shortened, as we have seen before with other similar primitives such as _sheep_ and _cow_. Moreover, when something comes above the **rake **and joins to it at the top, the vertical stroke begins at the top horizontal stroke, as in the following two frames. [4]
;;rice,of,rake,grains;A _rake_ and the _grains_ _of_ _rice_ at the bottom give us a hint of winnowing, which relates clearly to the meaning of a **sieve**. [8]
尹;;rake;The only thing distinguishing a **mop** from a _rake_ is the bent handle that does not cut through the top horizontal stroke. It depicts the swish-swash motion of a **mop**. [4]
而;;;The pictograph of a **comb** is clearly visible in this primitive element. [6]
凵;;;This enclosure--which embraces its relative primitive from the bottom--is a pictograph of the scoop of a **shovel**. When room permits, the arms are extended upwards to nearly the same height as the relative element it holds. [2]
斗;The Big Dipper here is of course the constellation of Ursa Major, of which this kanji is a sort of pictographic representation. [4];cup,measuring,ladle;Since we already have a primitive element for a “dipper”--namely, the _ladle_ --we shall let this one stand for a _measuring_ _cup_. By the way, it would make a rather large one, since the kanji is also used for a measure of about 18 liters!
用;Flesh . . . walking stick. Be sure to keep this key word distinct from that for use (frame 1065). The stroke order is exactly as you would expect it from the order of the primitive elements as given. [5];screwdriver,utilized;As a primitive element, we shall substitute the image of a _screwdriver_, perhaps the most _utilized_ of all tools around the house.
;;flowers;The element for _flowers _joins with the long horizontal stroke beneath it to create the picture of a bowl of **salad**. [4]
;;twenty,caves,cave;The primitive for **caverns **differs from that for _cave_ by the presence of the primitive for _twenty, _suggesting a maze of underground _caves. _[7]
卉;;two handsmdash,needles;The three _needles _stacked up give us a **haystack** (in which it may be harder to find the hay than the _needles_). In the rare case in which there is nothing underneath this element, as in the following frame, the last three strokes are written virtually the same as _two hands--_that is, the second stroke sweeps down slightly to the left. [5]
尭;;human legs,haystack;The two _human legs _added to the _haystack_ (with the horizontal stroke to keep the two parts distinct from one another and avoid an ugly tangle) give us a **straw man**. [8]
;;half;This character simply splits the vertical stroke of a _half _in half once again, to get a **quarter**. In so doing, it spreads the split stroke out to form a sort of enclosure under which its main relative primitive will be placed. It can be used either in its substantive or verbal meaning. [6]
之;This character is now used chiefly in proper names, and is best learned as the character closest to the hiragana え, though in fact it has no relation to it. [3];building blocks;In order to give this kanji a more concrete meaning when it is used as a primitive element, think of it as referring to _building blocks _with the hiragana written on them, much the same as the A-B-C blocks you played with as a child.
;;saber;This weapon, which has the appearance of the long _saber_ but is drawn slightly differently, depicts a **spear**. It appears very rarely--in fact, only twice and both instances are given in the following frames. [2]
弗;;walking sticks,bow;Composed of two _walking sticks _running through a _bow, _this character is infrequent as a primitive, and yet easy to remember for what it looks like (which is also what the Japanese adopted it to mean in days gone by): the **dollar **sign, $. When it is written under another element, the first vertical stroke is abbreviated to a short “tail” as the final stroke, and the second vertical stroke is cut off at the top. Examples follow in frames 1327 and 1328. [5]
;;bow;The simple **snare** composed of a piece of vine and a bent twig is depicted here as a sort of abbreviation of the _bow, _to which it is related. [2]
;;snare;The **slingshot** differs from the _snare_ by virtue of the first stroke, which you may take as the strip of rubber you pull back on, to make the **slingshot **sling. [2]
老;First, do not confuse this character with venerable old man (frame 849), which is far more rarely used. The character for an old man begins with an abbreviation of the character for somebody, the nose having been shortened into a simple criss-cross of lines. But there is another, simpler way to remember it all: the soil drawn first indicates that one has come close to the age when “dust to dust” begins to take on a personal meaning; the diagonal walking stick for getting around; and the spoon for being spoon-fed. [6];;As a primitive, the meaning is the same, but the final two strokes are omitted so that they can be replaced with other elements: .
者;Old man . . . sun. This key word looks difficult because of its proximity to somebody. In fact, it is a very common kanji that will cause you no difficulty at all. Its meaning should be seen as the human referent for the abstract noun “something.” [8];puppet;As a primitive it means a _puppet_-on-a-string.
;;husband;This primitive is based on that for _husband_. The two extra strokes represent a pair of **scissors **he is carrying around. [6]
;;drop;To remember with this primitive meaning, you might picture a tuxedo-clad **maestro** waving his baton about wildly. The baton is, of course, the little _drop_ at the top. And the two boxes attached to the long vertical stroke may represent his tuxedo tails, if you wish. [6]
足;Mouth . . . mending. Note that the last stroke of mouth and the first of mending overlap. [7];human,wooden,walking,leg,legs,animal;As a primitive on the left, it is amended to . Its meaning remains _leg_, but should be thought of as a _wooden_ _leg_ in order to avoid confusion with other similar elements, namely _human_ _legs_, _animal_ _legs_, and _walking_ _legs_.
咼;;cowl,mouth;The meaning of this primitive is taken from the combination of “the joint” above and the _mouth_ in the _cowl_ below. [9]
阝;;;This key word has been chosen because of its connotation of “the highest point,” thereby suggesting the image of the highest point in a village, that is, a hill or mountain on which sacred or festive events take place. If you have a clear image of the Athenian acropolis, you might use it to express this element for a **pinnacle**. Note that this primitive appears only on the left. On the right, as we shall see later, the same form takes a different meaning. [3]
穴;House . . . eight. [5];eight,human,legs;As a primitive, this kanji uses an alternate form: the primitive for _eight_ is replaced with that for _human_ _legs_.
;;eight,human legs,hole;This primitive simply discards the first stroke of that for _hole_ to become a **paper punch**. When found at the top of its relative primitive, it undergoes the same change, the _eight_ becoming _human legs_ (see frame 1413). [4]
幺;;thread;The two triangular shapes here and their final stroke are intended as a pictograph of a **cocoon**, spun in circles and tied up at the end. It is like the character for _thread_, except that the silkworm’s actual product has not yet emerged clearly at the bottom. [3]
幾;Two cocoons . . . person . . . fiesta. [12];abacus,many,how;As a primitive, this kanji will mean an _abacus_, the bead-instrument used in the Orient to calculate _how_ _many_.
系;The single stroke (an eyedropper) added to the beginning of the primitive for thread gives the image of threads woven into a single cord. Hence the meaning, lineage. [7];yarn;As a primitive, we shall give this kanji the meaning of _yarn_, as the uniting of many threads into a single strand is most obvious with _yarn_.
卩;;;This character is a kind of pictograph of a **stamp** that may best be imagined as a postage **stamp** to distinguish it from other stamp-like things to come up later. [2]
;;,stamp;The **chop-seal** is the engraved piece of wood or stone used in the Orient to certify documents. Unlike the _stamp_, the top stroke here reaches a good distance to the left of its vertical stroke. When it appears at the top of another primitive, it is abbreviated to _._ [2]
;;stamp;The primitive for **fingerprint** is like that for _stamp_ except that the second stroke bends back towards the right, like an arm. [2]
;;evening    fingerprint;_Evening . . . fingerprint_. [5]
;;stamp;This primitive element is actually the mirror-image of that for _stamp_, but since Japanese does not permit a stroke to go to the left and bottom in one swoop, the visual similarity is not perfectly clear. If you play with the idea with pen and paper, its logic will become obvious. [3]
;;;This primitive represents a number of small **staples**, like the kind commonly used in an office and at school. [4]
酉;Though we shall later encounter the kanji for bird, we introduce this one for the tenth sign of the zodiac mainly because of its use as a primitive, where it has a different meaning. [7];whiskey,bottle;As a primitive, it means _whiskey_ _bottle_. In its pictograph, you can see the loosely corked lid, the bottle, and the contents (about one-third full). You might also think of the Spanish “porrón,” a decanter shaped like a long- necked bird.
豆;This kanji depicts a pot of beans, although it looks more like a table on which the pot is resting. [7];table;As a primitive, this kanji will also mean _table._
;;samurai,table;The element for **drum** shows a _samurai_ over a _table_. The top stroke of the _table_ appears to be missing, but actually it has doubled up with the final stroke of the element for _samurai_. [9]
艮;;;We give this element the meaning of **silver** from the kanji in the following frame. Both the original pictographic representation and the primitive elements that make it up are more trouble to hunt out than they are worth. It is best simply to learn it as is. In doing so, take careful note of the stroke order, and also the fact that when this element appears on the left, the penultimate stroke is omitted, giving us simply _._ [6]
良;Drop of . . . silver. [7];silver,halo;As a primitive, use the image of a saint’s _halo_. As with _silver_, when this element is drawn on the left, the penultimate stroke is omitted, giving us .
食;If halo and umbrella aren’t enough, break the halo down into drop and silver-- or “silverware,” an additional primitive. [9];silver,eating,food;As a primitive the kanji means _eating_ or _food_. As with _silver,_ on the left the final two strokes are combined into one.
