忠;in, stick, mouth, heart
串;kebab, in, stick, mouth
患;kebab, in, stick, mouth, heart
思;rice field, brains, heart
恩;cause, pent in, large, St. Bernard, heart
応;cave, heart
意;sound, vase, stand up, sun, day, heart
臆;moon, month, flesh, part of the body, idea, sound, vase, stand up, sun, day, heart
想;inter milan, inter, tree, wood, eye, heart
息;nose, drop, eye, heart
憩;tongue, thousand, mouth, nose, drop, eye, heart
恵;ten, needle, rice field, brains, heart
恐;barge, craft, mediocre, drop, wind, heart
惑;a, pope, fiesta, mouth, one, floor, heart
感;march, mouth, heart
憂;summer, head, page, crown, heart, walking legs
寡;house, head, page, animal legs, eight, sword, dagger
忙;Freud, state of mind, deceased, perish, top hat, fishhook
悦;Freud, state of mind, devil, horns, elder brother, teenager, mouth, human legs
恒;Freud, state of mind, span, one, ceiling, sun, day, one, floor, one
悼;Freud, state of mind, eminent, magic wand, augury, sun, day, ten, needle
悟;Freud, state of mind, I, five, mouth
怖;Freud, state of mind, linen, by one’s side, towel
慌;Freud, state of mind, laid waste, wreath, flowers, deceased, perish, top hat, fishhook, stream, flood
悔;Freud, state of mind, every, reclining, lying down, mother, breasts
憎;Freud, state of mind, increase, formerly, horns, rice field, brains, sun, day
慣;Freud, state of mind, pierce, mother, breasts, shellfish, clam, oyster, eye, animal legs, eight
愉;Freud, state of mind, meeting, umbrella, butchers, moon, month, flesh, part of the body, sword, sabre, saber
惰;Freud, state of mind, left-handed, left, by one’s side, craft, moon, month, flesh, part of the body
慎;Freud, state of mind, true, truth, ten, needle, eye, tool, animal legs, eight
憾;Freud, state of mind, emotion, march, mouth, heart
憶;Freud, state of mind, idea, sound, vase, stand up, sun, day, heart
惧;
憧;Freud, state of mind, juvenile, vase, stand up, computer
憬;
慕;graveyard, flowers, sun, day, large, St. Bernard, valentine
添;water, water droplets, water pistol, heavens, valentine
必;heart, stick, drop, fishhook
泌;water, water droplets, water pistol, invariably, heart, stick, drop, fishhook
手;
看;hand, eye
摩;hemp, cave, grove, tree, wood, hand
我;hand, fiesta
義;sheep, ego, hand, fiesta
議;say, words, keitai, mouth, righteousness, sheep, ego, hand, fiesta
犠;cow, righteousness, sheep, ego, hand, fiesta
抹;finger, fingers, extremity, one, tree, wood
拭;finger, fingers, style, arrow, craft
拉;
抱;finger, fingers, wrap, bound up, snake, self
搭;finger, fingers, flowers, fit, meeting, umbrella, one, mouth
抄;finger, fingers, few
抗;finger, fingers, whirlwind, top hat, wind
批;finger, fingers, compare, spoon, sitting on the ground
招;finger, fingers, summon, seduce, sword, dagger, mouth
拓;finger, fingers, stone, rock
拍;finger, fingers, white, dove
打;finger, fingers, street, nail, spike
拘;finger, fingers, phrase, bound up, mouth
捨;finger, fingers, cottage, little-thatch, umbrella, lidded crock, earthenware jar, soil, dirt, ground, mouth
拐;finger, fingers, mouth, sword, dagger
摘;finger, fingers, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth
挑;finger, fingers, turtle, portent
指;fingers, delicious, spoon, sitting on the ground, sun, day
持;finger, fingers, Buddhist temple, soil, dirt, ground, glue
拶;finger, fingers, stream, flood, evening
括;finger, fingers, tongue, thousand, mouth
揮;finger, fingers, army, chariot, crown, car, vehicle
推;finger, fingers, turkey
揚;finger, fingers, piggy bank, sun, day, piglets
提;finger, fingers, just so, sun, day, mend
損;finger, fingers, employee, mouth, shellfish, clam, oyster, eye, animal legs, eight
拾;finger, fingers, fit, meeting, umbrella, one, mouth
担;finger, fingers, nightbreak, sun, day, one, floor
拠;finger, fingers, dispose, walking legs, wind
描;finger, fingers, seedlings, flowers, rice field, brains
操;finger, fingers, wooden goods, furniture, goods, mouth, tree, wood
接;finger, fingers, concubine, vase, stand up, woman
掲;put up (a notice), finger, fingers, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground
掛;finger, fingers, ivy, square jewel, soil, dirt, ground, magic wand, augury
捗;finger, fingers, walk, stop, footprint, few
研;stone, rock, two hands
戒;two hands, fiesta
弄;king, jewel, ball, two hands
械;tree, wood, commandments, two hands, fiesta
鼻;drop, eye, rice field, brains, two hands
刑;two hands, sword, sabre, saber
型;punish, two hands, sword, sabre, saber, soil, dirt, ground
才;genie
財;shellfish, clam, oyster, eye, animal legs, eight, genie
材;tree, wood, genie
存;genie, child
在;genie, soil, dirt, ground
乃;fist
携;finger, fingers, turkey, fist, from
及;fist, from, drop
吸;mouth, reach out
扱;finger, fingers, reach out
丈;stick, tucked under the arm
史;mouth, tucked under the arm
吏;history, length, stick, one, mouth, tucked under the arm
更;Ameratasu, one, ceiling, sun, tucked under the arm
硬;stone, rock, grow late, Ameratasu, one, ceiling, sun, tucked under the arm
梗;tree, wood, grow late, Ameratasu, one, ceiling, sun, tucked under the arm
又;crotch
双;crotch
桑;crotch, tree, wood
隻;turkey, crotch
護;say, words, keitai, mouth, radio caroline, flowers, vessels, turkey, crotch
獲;pack of wild dogs, radio caroline, flowers, vessels, turkey, crotch
奴;woman, crotch
怒;guy, woman, crotch, heart
友;by one’s side, crotch
抜;finger, fingers, friend, woman, crotch
投;finger, fingers, cruise missile, missile, wind, crotch
没;water, water droplets, water pistol, cruise missile, missile, wind, crotch
股;moon, month, flesh, part of the body, cruise missile, missile, wind, crotch
設;say, words, keitai, mouth, cruise missile, missile, wind, crotch
撃;tank, car, cruise missile, missile, wind, crotch, hand
殻;samurai, superfluous, crown, wind, cruise missile, missile, wind, crotch
支;ten, needle, crotch
技;finger, fingers, branch, ten, needle, crotch
枝;tree, wood, branch, ten, needle, crotch
肢;moon, month, flesh, part of the body, branch, ten, needle, crotch
茎;flowers, spool, clod, toilet paper, crotch, soil, dirt, ground
怪;Freud, state of mind, spool, clod, toilet paper, crotch, soil, dirt, ground
軽;car, spool, clod, toilet paper, crotch, soil, dirt, ground
叔;above, small, little, crotch
督;uncle, above, small, little, crotch, eye
寂;house, uncle, above, small, little, crotch
淑;water, water droplets, water pistol, uncle, above, small, little, crotch
反;demonstation, cliff, crotch
坂;soil, dirt, ground, anti-, demonstration, cliff, crotch
板;tree, wood, anti-, demonstration, cliff, crotch
返;anti-, demonstration, cliff, crotch, road
販;shellfish, clam, oyster, eye, animal legs, eight, anti-, demonstration, cliff, crotch
爪;vulture
妥;claw, vulture, woman
乳;fledgling, claw, vulture, child, fishhook
浮;water, water droplets, water pistol, fledgling, claw, vulture, child
淫;water, water droplets, water pistol, claw, vulture, porter, drop, samurai
将;turtle, claw, vulture, glue
奨;leader, turtle, claw, vulture, glue, large, St. Bernard
采;claw, vulture, tree, wood
採;finger, fingers, grab, claw, vulture, tree, wood
菜;flowers, grab, claw, vulture, tree, wood
受;birdhouse, birdcage, claw, vulture, crown, crotch
授;finger, fingers, accept, birdhouse, birdcage, claw, vulture, crown, crotch
愛;birdhouse, birdcage, claw, vulture, crown, love birds, heart, walking legs
曖;sun, love, birdhouse, birdcage, claw, vulture, crown, love birds, heart, walking legs
払;finger, fingers, elbow
広;cave, elbow
勾;bound up, elbow
拡;finger, fingers, wide, cave, elbow
鉱;metal, gold, wide, cave, elbow
弁;elbow, two hands
雄;Yamanote, by one’s side, elbow, turkey
台;elbow, mouth
怠;pedestal, elbow, mouth, heart
治;water, water droplets, water pistol, pedestal, elbow, mouth
冶;ice, pedestal, elbow, mouth
始;woman, pedestal, elbow, mouth
胎;moon, month, flesh, part of the body, pedestal, elbow, mouth
窓;hole, house, human legs, elbow, heart
去;soil, dirt, ground, elbow
法;water, water droplets, water pistol, gone, soil, dirt, ground, elbow
会;one, wall, umbrella, rising cloud, two, elbow, wall
至;wall, one, ceiling, elbow, soil, dirt, ground
室;house, climax, wall, one, ceiling, elbow, soil, dirt, ground
到;climax, wall, one, ceiling, elbow, soil, dirt, ground, sword, sabre, saber
致;climax, wall, one, ceiling, elbow, soil, dirt, ground, taskmaster
互;one, ceiling, one, floor
棄;infant, toddler, top hat, elbow, buckle, tree, wood
育;infant, toddler, top hat, elbow, moon, month, flesh, part of the body
撤;finger, fingers, borstal, bring up, infant, toddler, top hat, elbow, moon, month, flesh, part of the body, taskmaster
充;infant, toddler, top hat, elbow, human legs
銃;metal, gold, allot, infant, toddler, top hat, elbow, human legs
硫;sulphur, stone, rock, lifebelt, infant, toddler, top hat, elbow, stream, flood
流;water, water droplets, water pistol, lifebelt, infant, toddler, top hat, elbow, stream, flood
允;elbow, human legs
唆;mouth, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs
出;
山;
拙;finger, fingers, exit
岩;mountain, stone, rock
炭;mountain, ashes, cliff, fire
岐;mountain, branch, ten, needle, crotch
峠;mountain, above, below
崩;mountain, companion, moon, month, flesh, part of the body
密;house, invariably, heart, mountain
蜜;house, invariably, heart, insect
嵐;mountain, wind, gnats, drop, insect
崎;mountain, strange, large, St. Bernard, can, street, nail, spike, mouth
崖;mountain, cliff, ivy, square jewel, soil, dirt, ground
入;
込;enter, road
分;eight, sword, dagger
貧;part, eight, sword, dagger, shellfish, clam, oyster, eye, animal legs, eight
頒;part, eight, sword, dagger, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
公;eight, elbow
松;tree, wood, public, eight, elbows
翁;public, eight, elbows, feathers, wings
訟;say, words, keitai, mouth, public, eight, elbows
谷;eight, umbrella, mouth
浴;water, water droplets, water pistol, valley, eight, umbrella, mouth
容;house, valley, eight, umbrella, mouth
溶;water, water droplets, water pistol, contents, contain, house, valley, animal legs, eight, umbrella, mouth
欲;valley, eight, umbrella, mouth, lack, yawn
裕;cloak, valley, eight, umbrella, mouth
鉛;lead, metal, gold, gully, eight, mouth
沿;water, water droplets, water pistol, gully, eight, mouth
賞;outhouse, small, little, crown, mouth, shellfish, clam, oyster, eye, animal legs, eight
党;outhouse, small, little, crown, mouth, human legs
堂;outhouse, small, little, crown, mouth, soil, dirt, ground
常;outhouse, small, little, crown, mouth, towel
裳;outhouse, small, little, crown, mouth, cloth, clothes, clothing, garment
掌;outhouse, small, little, crown, mouth, hand
皮;branch, ten, needle, crotch, hook
波;water, water droplets, water pistol, pelt, branch, ten, needle, crotch, hook
婆;wave, water, water droplets, water pistol, pelt, branch, ten, needle, crotch, hook, woman
披;finger, fingers, pelt, branch, ten, needle, crotch, hook
破;stone, rock, pelt, branch, ten, needle, crotch, hook
被;cloak, pelt, branch, ten, needle, crotch, hook
残;bones, one, ceiling, evening, float
殉;bones, one, ceiling, evening, decameron, bound up, sun, day
殊;bones, one, ceiling, evening, vermilion, drop, not yet, one, tree, wood
殖;bones, one, ceiling, evening, straightaway, ten, needle, eye, fishhook
列;bones, one, ceiling, evening, sword, sabre, saber
裂;file, bones, one, ceiling, evening, sword, sabre, saber, cloth, clothes, clothing, garment
烈;file, bones, one, ceiling, evening, sword, sabre, saber, oven-fire, barbecue
死;bones, one, ceiling, evening, spoon, sitting on the ground
葬;flowers, death, bones, one, ceiling, evening, spoon, sitting on the ground, two hands
瞬;eye, Rose of Sharon, birdhouse, birdcage, claw, vulture, crown, sunglasses, dancing legs, ballerina, evening
耳;
取;ear, crotch
趣;run, soil, dirt, ground, mend, take, ear, crotch
最;sun, day, take, ear, crotch
撮;finger, fingers, utmost, sun, day, take, ear, crotch
恥;ear, heart
職;ear, kazoo, sound, vase, stand up, sun, day, fiesta
聖;ear, mouth, king, jewel, ball
敢;street, nail, spike, ear, taskmaster
聴;ear, stethoscope, camel, ten, needle, eye, cross-eyed, net, heart
懐;Freud, state of mind, poltergeist, BernaE, ten, needle, eye, cross-eyed, net, top hat, scarf, cloth, clothes, clothing, garment
慢;Freud, state of mind, mandala, sun, day, eye, cross-eyed, net, crotch
漫;water, water droplets, water pistol, mandala, sun, day, eye, cross-eyed, net, crotch
買;eye, cross-eyed, net, shellfish, clam, oyster, eye, animal legs, eight
置;eye, cross-eyed, net, straightaway, ten, needle, eye, fishhook
罰;eye, cross-eyed, net, say, words, keitai, mouth, sword, sabre, saber
寧;house, heart, eye, cross-eyed, net, street, nail, spike
濁;water, water droplets, water pistol, spider, eye, cross-eyed, net, bound up, insect
環;king, jewel, ball, trampoline, eye, cross-eyed, net, one, ceiling, mouth, scarf
還;trampoline, eye, cross-eyed, net, one, ceiling, mouth, scarf, road
夫;one, large
扶;finger, fingers, husband
渓;water, water droplets, water pistol, claw, vulture, husband
規;husband, see, telescope, eye, human legs
替;husband, sun, day, tongue wagging
賛;husband, shellfish, clam, oyster, eye, animal legs, eight
潜;water, water droplets, water pistol, exchange, husband, sun, day, tongue wagging
失;drop, husband
鉄;metal, gold, lose, drop, husband
迭;transfer, lose, drop, husband, road
臣;slave
姫;woman, retainer, slave
蔵;flowers, parade, retainer, slave
臓;moon, month, flesh, part of the body, storehouse, flowers, parade, retainer, slave
賢;loincloth, retainer, slave, crotch, shellfish, clam, oyster, eye, animal legs, eight
腎;loincloth, retainer, slave, crotch, moon, month, flesh, part of the body
堅;loincloth, retainer, slave, crotch, soil, dirt, ground
臨;retainer, slave, reclining, lying down, goods, mouth
覧;retainer, slave, reclining, lying down, one, floor, look, see, telescope, eye, human legs
巨;Fafner
拒;finger, fingers, gigantic, Fafner
力;muscle, arnold
男;rice field, brains, power, muscle, arnold
労;schoolhouse, owl, crown, power, muscle, arnold
募;graveyard, flowers, sun, day, large, St. Bernard, power, muscle, arnold
劣;few, power, muscle, arnold
功;craft, powered, power, muscle, arnold
勧;pegasus, horse, pantomime horse, noon, sign of the horse, turkey, power, muscle, arnold
努;guy, woman, crotch, power, muscle, arnold
勃;bishop, cross, ten, needle, crown, child, power, muscle, arnold
励;Wimbledon, cliff, ten thousand, power, muscle, arnold
加;power, muscle, arnold, mouth
賀;add, power, muscle, arnold, mouth, shellfish, clam, oyster, eye, animal legs, eight
架;add, power, muscle, arnold, mouth, tree, wood
脇;moon, month, flesh, part of the body, triceps, power, muscle, arnold
脅;triceps, power, muscle, arnold, moon, month, flesh, part of the body
協;ten, needle, triceps, power, muscle, arnold
行;boulevard
律;Nelson, column, going, line, brush
復;Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs
得;Nelson, column, going, line, bill posters, nightbreak, sun, day, one, floor, glue
従;Nelson, column, going, line, horns, mend
徒;Nelson, column, going, line, run, soil, dirt, ground, mend
待;Nelson, column, going, line, Buddhist temple, soil, dirt, ground, glue
往;Nelson, column, going, line, candlestick, lord, drop, king, jewel, ball
征;Nelson, column, going, line, correct, one, ceiling, stop, footprint
径;Nelson, column, going, line, spool, clod, toilet paper, crotch, soil, dirt, ground
彼;Nelson, column, going, line, pelt, branch, ten, needle, crotch, hook
役;Nelson, column, going, line, cruise missile, missile, wind, crotch
徳;Nelson, column, going, line, stethoscope, camel, ten, needle, eye, cross-eyed, net, heart
徹;Nelson, column, going, line, borstal, bring up, infant, toddler, top hat, elbow, moon, month, flesh, part of the body, taskmaster
徴;sherpa, Nelson, column, going, line, mountain, king, jewel, ball, taskmaster
懲;indications, sherpa, Nelson, column, going, line, mountain, king, jewel, ball, taskmaster, heart
微;sherpa, Nelson, column, going, line, mountain, one, ceiling, human legs, taskmaster
街;going, ivy, square jewel, soil, dirt, ground
桁;tree, wood, going
衡;boulevard, going, bound up, rice field, brains, large, St. Bernard
稿;wheat, cereal, tall, top hat, mouth, hood, mouth
稼;wheat, cereal, house, sow, pig
程;wheat, cereal, display, mouth, king, jewel, ball
税;wheat, cereal, devil, horns, elder brother, teenager, mouth, human legs
稚;wheat, cereal, turkey
和;wheat, cereal, mouth
移;wheat, cereal, many, evening
秒;wheat, cereal, few
秋;wheat, cereal, fire
愁;autumn, wheat, cereal, fire, heart
私;wheat, cereal, elbow
秩;wheat, cereal, lose, drop, husband
秘;wheat, cereal, invariably, heart, drop
称;wheat, cereal, hammock, reclining, lying down, small, little
利;wheat, cereal, sword, sabre, saber
梨;profit, wheat, cereal, sword, sabre, saber, tree, wood
穫;wheat, cereal, radio caroline, flowers, vessels, turkey, crotch
穂;ear (of a plant), wheat, cereal, favour, favor, ten, needle, rice field, brains, heart
稲;wheat, cereal, claw, vulture, old days, olden times, stick, sun, day
香;wheat, cereal, sun, day
季;wheat, cereal, child
委;wheat, cereal, woman
秀;wheat, cereal, fist, from
透;excel, wheat, cereal, fist, from, road
誘;say, words, keitai, mouth, excel, wheat, cereal, fist, from
稽;wheat, cereal, understandably, chihuahua with one human leg, delicious, spoon, sitting on the ground, sun, day
穀;samurai, crown, wheat, cereal, cruise missile, missile, wind, crotch
菌;flowers, pent in, wheat, cereal
萎;flowers, committee, wheat, cereal, woman
米;
粉;rice, part, eight, sword, dagger
粘;rice, fortune-telling, magic wand, augury, mouth
粒;rice, vase, stand up
粧;rice, shire, cave, soil, dirt, ground
迷;rice, road
粋;rice, ninety, nine, baseball, ten, needle
謎;say, words, keitai, mouth, astray, rice, road
糧;rice, quantity, nightbreak, sun, day, one, floor, computer
菊;flowers, rice cooker, bound up, rice
奥;drop, pent in, rice, large, St. Bernard
数;rice, woman, taskmaster
楼;tree, wood, rice, woman
類;rice, large, St. Bernard, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
漆;water, water droplets, water pistol, tree, wood, umbrella, grains of rice
膝;moon, month, flesh, part of the body, tree, wood, umbrella, grains of rice
様;tree, wood, sheep, grains of rice
求;arrow, grains of rice
球;king, jewel, request, arrow, grains of rice
救;request, arrow, grains of rice, taskmaster
竹;
笑;bamboo, heavens
笠;bamboo, vase, stand up
笹;bamboo, generation
箋;
筋;bamboo, moon, month, flesh, part of the body, power, arnold
箱;bamboo, inter, Inter Milan, tree, wood, eye
筆;bamboo, brush
筒;bamboo, same, monks, hood, one, mouth
等;bamboo, Buddhist temple, soil, dirt, ground, glue
算;bamboo, eye, two hands
答;bamboo, fit, meeting, umbrella, one, mouth
策;bamboo, tree, wood, belt
簿;bamboo, water, water droplets, water pistol, acupuncturist, specialty, drop, ten, needle, rice field, brains, glue
築;bamboo, barge, craft, mediocre, wind, drop, tree, wood
篭;
人;
佐;person, left, by one’s side, craft
侶;person, spine, mouth, drop, mouth
但;person, nightbreak, sun, day, one, floor
住;person, candlestick, lord, drop, king, jewel, ball
位;person, vase, stand up
仲;person, in, stick, mouth
体;person, origin, book, tree, wood, one
悠;permanence, person, stick, fred astaire, taskmaster, heart
件;person, cow
仕;person, samurai
他;person, scorpion
伏;person, chihuahua, dog, large, drop
伝;person, rising cloud, two, elbow, wall
仏;buddha, person, elbow
休;person, tree, wood
仮;sham, person, anti-, demonstration, cliff, crotch
伎;person, branch, ten, needle, crotch
伯;person, white, dove
俗;person, valley, eight, umbrella, mouth
信;person, say, words, keitai, mouth
佳;person, ivy, square jewel, soil, dirt, ground
依;person, cloth, clothes, clothing, garment
例;person, file, bones, one, ceiling, evening, sword, sabre, saber
個;person, harden, pent in, old, tombstone, gravestone, church, ten, needle, mouth
健;person, build, brush, stretch
側;person, rule, shellfish, clam, oyster, eye, animal legs, eight, sword, sabre, saber
侍;person, Buddhist temple, soil, dirt, ground, glue
停;person, pavilion, tall, top hat, mouth, crown, street, nail, spike
値;person, straightaway, ten, needle, eye, fishhook
倣;person, set free, compass, direction, taskmaster
傲;
倒;person, arrival, climax, wall, one, ceiling, elbow, soil, dirt, ground, sword, sabre, saber
偵;person, upright, magic wand, augury, shellfish, clam, oyster, eye, animal legs, eight
僧;buddhist priest, person, increase, formerly, horns, rice field, brains, sun, day
億;person, idea, sound, vase, stand up, sun, day, heart
儀;person, righteousness, sheep, ego, hand, fiesta
償;person, prize, outhouse, small, little, crown, mouth, shellfish, clam, oyster, eye, animal legs, eight
仙;person, mountain
催;person, mountain, turkey
仁;person, two
侮;person, every, reclining, lying down, mother, breasts
使;person, history, length, stick, mouth, tucked under the arm
便;person, grow late, Ameratasu, one, ceiling, sun, tucked under the arm
倍;person, muzzle, vase, stand up, mouth
優;person, melancholy, summer, head, page, crown, heart, walking legs
伐;person, fiesta
宿;house, person, hundred, one, ceiling, white, dove
傷;person, reclining, lying down, piggy bank, sun, day, piglets
保;person, dumbfounded, mouth, tree, wood
褒;top hat, protect, person, dumbfounded, mouth, tree, wood, scarf
傑;person, sunglasses, dancing legs, ballerina, evening, tree, wood
付;person, glue
符;bamboo, adhere, sellotape, person, glue
府;borough, cave, adhere, sellotape, person, glue
任;person, porter, drop, samurai
賃;responsibility, person, porter, drop, samurai, shellfish, clam, oyster, eye, animal legs, eight
代;person, arrow
袋;substitute, person, arrow, garment
貸;substitute, person, arrow, shellfish, clam, oyster, eye, animal legs, eight
化;person, spoon, sitting on the ground
花;flowers, change, person, spoon, sitting on the ground
貨;change, person, spoon, sitting on the ground, shellfish, clam, oyster, eye, animal legs, eight
傾;change, person, about that time, spoon, sitting on the ground, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
何;person, can, mouth, street, nail, spike
荷;flowers, what, person, can, mouth, street, nail, spike
俊;person, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs
傍;person, traffic cop, fez, vase, stand up, crown, compass, direction
俺;person, dachshund, large, St. Bernard, eel, sun, day
久;bound up, person, mummy
畝;top hat, rice field, brains, long time, mummy, bound up, person
囚;pent in, person
内;person, belt
丙;one, ceiling, inside, person, belt
柄;tree, wood, third class, one, ceiling, inside, person, belt
肉;person, inside, belt, person
腐;borough, municipality, cave, adhere, sellotape, person, glue, meat, inside, belt, person
座;squat, cave, shire, assembly line, person, soil, dirt, ground
挫;finger, fingers, sitting in meditation, assembly line, person, soil, dirt, ground
卒;top hat, assembly line, person, ten, needle
傘;assembly line, person, ten, needle
匁;bound up, tucked under the arm
以;plow, drop, person
似;becoming, person, by means of, plow, drop, person
併;person, puzzle, horns, two hands
瓦;one, ceiling, cane, stick, drop, fishhook, ice
瓶;puzzle, horns, two hands, tile, one, ceiling, cane, stick, drop, fishhook, ice
宮;shinto shrine, house, spine, mouth, drop
営;schoolhouse, owl, crown, spine, mouth, drop
善;sheep, horns, mouth
膳;moon, month, flesh, part of the body, virtuous, sheep, horns, mouth
年;sign of the horse, sunglasses
夜;top hat, person, walking legs, drop
液;water, water droplets, water pistol, night, top hat, person, walking legs, drop
塚;soil, dirt, ground, crown, pig, sow
幣;shredder, small, little, belt, taskmaster, towel
蔽;flowers, shredder, small, little, belt, taskmaster
弊;shredder, small, little, belt, taskmaster, two hands
喚;mouth, bound up, four, large, St. Bernard
換;finger, fingers, bound up, four, large, St. Bernard
融;tripod, one, ceiling, mouth, hood, human legs, street, nail, spike, insect
施;banner, direction, compass, direction, reclining, lying down, scorpion
旋;banner, direction, compass, direction, reclining, lying down, zoo, critters
遊;banner, direction, compass, direction, reclining, lying down, child, road
旅;banner, direction, compass, direction, reclining, lying down, Carol in rags, person, rag
勿;knot, piglet’s tail
物;cow, knot, piglet’s tail
易;sun, day, knot, piglet’s tail
賜;shellfish, clam, oyster, eye, animal legs, eight, easy, sun, day, knot, piglet’s tail
尿;flag, water
尼;flag, spoon, sitting on the ground
尻;flag, nine, baseball
泥;water, water droplets, water pistol, nun, flag, spoon, sitting on the ground
塀;soil, dirt, ground, folding screen, flag, puzzle, horns, two hands
履;flag, restore, Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs
屋;flag, climax, wall, one, ceiling, elbow, soil, dirt, ground
握;finger, fingers, roof, flag climax, wall, one, ceiling, elbow, soil, dirt, ground
屈;flag, exit
掘;finger, fingers, yield, flag, exit
堀;moat, soil, dirt, ground, yield, flag, exit
居;flag, old, tombstone, gravestone, church, ten, needle, mouth
据;finger, fingers, reside, flag, old, tombstone, gravestone, church, ten, needle, mouth
裾;cloak, reside, flag, old, tombstone, gravestone, church, ten, needle, mouth
層;flag, increase, formerly, horns, rice field, brains, sun, day
局;flag, phrase, bound up, mouth
遅;flag, sheep, road
漏;water, water droplets, water pistol, flag, rain, weather
刷;flag, towel, sword, sabre, saber
尺;flag, stick
尽;shaku-hachi, flag, stick, ice
沢;water, water droplets, water pistol, shaku-hachi, flag, stick
訳;say, words, keitai, mouth, shaku-hachi, flag, stick
択;finger, fingers, shaku-hachi, flag, stick
昼;shaku-hachi, flag, stick, nightbreak, sun, day, one, floor
戸;one, flag
肩;door, one, ceiling, flag, moon, month, flesh, part of the body
房;door, one, ceiling, flag, compass, direction
扇;door, one, ceiling, flag, feathers, wings
炉;hearth-fire, door, one, ceiling, flag
戻;door, one, ceiling, flag, large, St. Bernard
涙;water, water droplets, water pistol, re-, door, one, ceiling, flag, large, St. Bernard
雇;door, one, ceiling, flag, turkey
顧;employ, door, one, ceiling, flag, turkey, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight
啓;bouncer, door, one, ceiling, flag, taskmaster, mouth
示;altar, two, small
礼;salute, altar, fishhook
祥;altar, sheep
祝;altar, elder brother, teenager, mouth, human legs
福;altar, wealth, one, ceiling, mouth, rice field, brains
祉;altar, stop, footprint
社;altar, soil, dirt, ground
視;altar, see, telescope, eye, human legs
奈;nara, large, St. Bernard, altar, show, two, small
尉;flag, altar, show, two, small, glue
慰;military officer, flag, altar, show, two, small, glue, heart
款;samurai, altar, show, two, small, lack, yawn
禁;grove, tree, wood, altar, show, two, small
襟;cloak, prohibition, grove, tree, wood, altar, show, two, small
宗;house, altar, show, two, small
崇;mountain, religion, house, altar, show, two, small
祭;moon, month, flesh, part of the body, crotch, altar, show, two, small
察;house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
擦;finger, fingers, guess, house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small
由;sprout, shoot
抽;finger, fingers, sprout, shoot
油;water, water droplets, water pistol, sprout, shoot
袖;cloak, sprout, shoot
宙;house, sprout, shoot
届;flag, sprout, shoot
笛;bamboo, sprout, shoot
軸;car, sprout, shoot
甲;armour, roots
押;finger, fingers, armour, armor, roots
岬;mountain, armour, armor, roots
挿;finger, fingers, thousand, armour, armor, roots
申;monkey, sun, day, stick
伸;person, monkey, sun, day, stick
神;altar, monkey, sun, day, stick
捜;finger, fingers, Buddha’s hand, monkey, sun, day, stick, crotch
果;rice field, brains, tree, wood
菓;flowers, fruit, rice field, brains, tree, wood
課;say, words, keitai, mouth, fruit, rice field, brains, tree, wood
裸;cloak, fruit, rice field, brains, tree, wood
斤;axe
析;tree, wood, axe
所;door, one, ceiling, flag, axe
祈;altar, axe
近;axe, road
折;finger, fingers, axe
哲;fold, finger, fingers, axe, mouth
逝;fold, finger, fingers, axe, road
誓;fold, finger, fingers, axe, say, words, keitai, mouth
斬;executioner, car, axe
暫;executioner, chop off, car, axe, sun, day
漸;water, water droplets, water pistol, executioner, chop off, car, axe
断;fishhook, rice, axe
質;axe, shellfish, clam, oyster, eye, animal legs, eight
斥;axe, drop
訴;say, words, keitai, mouth, reject, axe, drop
昨;sun, day, saw
詐;say, words, keitai, mouth, saw
作;person, saw
雪;rain, weather, broom
録;metal, gold, dustpan, broom, grains of rice
剥;
尋;broom, craft, mouth, glue
急;bound up, broom, heart
穏;wheat, cereal, hideaway, claw, vulture, broom, heart
侵;person, French maid, tickle, broom, crown, crotch
浸;water, water droplets, water pistol, French maid, tickle, broom, crown, crotch
寝;house, turtle, French maid, tickle, broom, crown, crotch
婦;woman, feather duster, broom, apron, crown, towel
掃;finger, fingers, feather duster, broom, apron, crown, towel
当;small, broom
彙;broken broom, mutual, crown, fruit, rice field, brains, tree, wood, broom*
争;bound up, rake
浄;water, water droplets, water pistol, contend, bound up, rake
事;one, ceiling, mouth, rake
唐;T’ang, cave, rake, mouth
糖;rice, T’ang, cave, rake, mouth
康;ease, cave, sieve, rake, grains of rice
逮;sieve, rake, grains of rice, road
伊;italy, person, mop
君;mop, mouth
群;old boy, mop, mouth, sheep
耐;comb, glue
需;rain, weather, comb
儒;confucian, person, demand, rain, weather, comb
端;vase, stand up, pick-axe, mountain, comb
